CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn
1,45,Female,New York,Gold,25,1500.50,Electronics,2023-10-20,0.65,12.3,High,"Frequent clicks","Great service and fast delivery!",0.92,Loyal,0
2,32,Male,London,Silver,8,350.20,Clothing,2023-11-05,0.45,8.1,Medium,"Occasional clicks","Product was okay, but took a while to arrive.",0.65,Bargain Hunter,0
3,58,Other,Tokyo,Platinum,40,5500.75,Home Goods,2024-01-15,0.78,20.5,Very High,"Frequent clicks","Absolutely love the quality and selection!",0.98,Loyal,0
4,28,Female,Sydney,Bronze,3,85.00,Beauty,2022-05-10,0.30,4.5,Low,"Rarely clicks","Didn't find what I was looking for, site was slow.",0.20,Inactive,1
5,51,Male,Rio de Janeiro,Gold,18,980.60,Sports,2023-09-01,0.55,10.7,High,"Frequent clicks","Reliable store, good prices.",0.85,Engaged Shopper,0
6,36,Female,Mumbai,Silver,12,620.90,Books,2023-12-18,0.50,9.2,Medium,"Occasional clicks","Decent selection, easy checkout.",0.70,Engaged Shopper,0
7,65,Male,Paris,Bronze,1,45.50,Electronics,2021-08-22,0.25,3.1,Low,"Rarely clicks","Purchased one item, haven't been back.",0.55,One-Time Buyer,1
8,22,Other,Berlin,Silver,6,210.30,Clothing,2024-02-01,0.60,11.5,High,"Frequent clicks","Cool products, always checking for new arrivals.",0.88,Impulsive Buyer,0
9,49,Female,Toronto,Platinum,35,3200.00,Jewelry,2024-01-28,0.85,25.0,Very High,"Frequent clicks","Exceptional customer service and quality.",0.99,Loyal,0
10,31,Male,Moscow,Bronze,2,65.00,Home Goods,2022-01-05,0.28,5.0,Low,"Rarely clicks","Site was confusing, didn't buy again.",0.30,Inactive,1
11,40,Female,Shanghai,Gold,20,1250.00,Beauty,2023-10-01,0.70,15.0,High,"Frequent clicks","Love the selection and deals!",0.91,Engaged Shopper,0
12,27,Male,Mexico City,Silver,5,180.00,Sports,2022-07-19,0.35,6.8,Medium,"Occasional clicks","Found one item I needed, but not much else.",0.60,One-Time Buyer,1
13,55,Other,Sao Paulo,Bronze,0,0.00,N/A,N/A,0.10,1.5,Low,"Rarely clicks","Never made a purchase after browsing.",0.10,Prospect,1
14,38,Female,Cairo,Gold,15,890.40,Books,2023-11-25,0.62,13.5,High,"Frequent clicks","Good store for finding specific titles.",0.89,Engaged Shopper,0
15,24,Male,Jakarta,Silver,7,280.50,Electronics,2023-12-08,0.58,10.1,Medium,"Occasional clicks","Products seem decent for the price.",0.75,Bargain Hunter,0
16,61,Female,Seoul,Platinum,50,7800.90,Luxury Goods,2024-02-10,0.90,30.0,Very High,"Frequent clicks","My go-to store for high-end items.",0.97,Loyal,0
17,33,Male,Istanbul,Bronze,4,110.00,Clothing,2022-09-01,0.32,5.2,Low,"Rarely clicks","Didn't like the fit of the items.",0.40,Dissatisfied,1
18,47,Other,Buenos Aires,Gold,22,1800.70,Home Goods,2023-10-05,0.68,14.0,High,"Frequent clicks","Always find what I need for home projects.",0.90,Engaged Shopper,0
19,29,Female,Lagos,Silver,9,400.10,Beauty,2023-11-12,0.52,9.8,Medium,"Occasional clicks","Some nice products, wish shipping was faster.",0.68,Engaged Shopper,0
20,53,Male,Kolkata,Bronze,2,75.00,Sports,2021-11-11,0.29,4.0,Low,"Rarely clicks","Lost interest after the first purchase.",0.35,Inactive,1
21,35,Female,Madrid,Gold,18,1100.00,Electronics,2024-01-03,0.66,13.0,High,"Frequent clicks","Reliable tech store, good customer support.",0.93,Loyal,0
22,41,Male,Rome,Silver,6,250.00,Books,2022-03-20,0.38,7.5,Medium,"Occasional clicks","Read the books, no reason to return recently.",0.58,Inactive,1
23,68,Other,Osaka,Platinum,45,6200.00,Collectibles,2024-02-15,0.88,28.0,Very High,"Frequent clicks","Fantastic range for collectors.",0.96,Loyal,0
24,26,Female,Cairo,Bronze,3,90.00,Clothing,2022-06-30,0.31,4.8,Low,"Rarely clicks","Sizes weren't accurate, returned items.",0.25,Dissatisfied,1
25,50,Male,Bangkok,Gold,20,1350.00,Home Goods,2023-12-01,0.64,12.5,High,"Frequent clicks","Good value on home essentials.",0.87,Engaged Shopper,0
26,39,Female,Athens,Silver,7,300.00,Beauty,2022-08-15,0.40,6.0,Low,"Rarely clicks","Products were average, found better elsewhere.",0.45,Price Sensitive,1
27,44,Male,Lisbon,Bronze,1,50.00,Sports,2021-09-10,0.27,3.5,Low,"Rarely clicks","Made one purchase, then forgot about the site.",0.50,One-Time Buyer,1
28,30,Other,Dublin,Silver,10,450.00,Electronics,2024-01-22,0.59,11.0,Medium,"Occasional clicks","Satisfied with purchases so far.",0.78,Engaged Shopper,0
29,57,Female,Vienna,Platinum,38,4100.00,Jewelry,2024-02-05,0.82,22.0,Very High,"Frequent clicks","Excellent quality and unique designs.",0.95,Loyal,0
30,23,Male,Prague,Bronze,2,80.00,Books,2022-04-18,0.33,5.5,Low,"Rarely clicks","Didn't find the specific books I wanted.",0.38,Inactive,1
