CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn
1,45,Male,New York,Gold,55,3567.89,Electronics,2023-11-10,8.5,15.2,High,Yes,"Great products and excellent service!",0.9,Loyal,0
2,32,Female,Los Angeles,Silver,12,876.50,Clothing,2024-01-20,5.2,10.1,Medium,No,"Satisfied with my recent orders.",0.6,Standard,0
3,58,Other,Chicago,Bronze,3,150.25,Books,2022-05-15,1.8,3.5,Low,Yes,"Didn't find what I was looking for easily.",0.1,Casual,1
4,28,Male,Houston,Platinum,88,9123.40,Home Goods,2024-02-01,12.1,25.8,High,Yes,"Absolutely love the premium experience!",1.0,Loyal,0
5,50,Female,Phoenix,Silver,8,450.99,Beauty,2023-08-01,4.0,7.3,Medium,No,"The service was okay, but could be improved.",0.4,At Risk,1
6,38,Female,Philadelphia,Gold,20,1800.50,Electronics,2023-12-05,7.5,18.0,High,Yes,"Reliable service and good prices.",0.8,Engaged,0
7,65,Male,San Antonio,Bronze,2,75.00,Sports,2022-01-10,0.9,2.1,Low,No,"Had trouble navigating the site.",-0.2,Disengaged,1
8,24,Other,San Diego,Bronze,6,250.75,Clothing,2023-07-22,3.1,6.5,Low,Yes,"Products were alright, but nothing special.",0.3,Casual,1
9,41,Male,Dallas,Platinum,70,7500.00,Luxury,2024-01-15,11.5,22.0,High,Yes,"Exceptional quality and service every time.",0.95,Loyal,0
10,30,Female,San Jose,Silver,15,1100.20,Beauty,2023-10-01,6.0,13.5,Medium,No,"Good range of products, prompt delivery.",0.7,Standard,0
11,53,Female,Austin,Bronze,1,30.00,Books,2021-11-20,0.5,1.5,Low,No,"Found better prices elsewhere.",-0.5,Price Sensitive,1
12,22,Male,Jacksonville,Bronze,4,180.60,Gaming,2023-06-10,2.5,5.0,Medium,Yes,"Site crashed a couple of times.",-0.1,At Risk,1
13,48,Male,Indianapolis,Gold,35,4100.30,Home Goods,2024-01-28,9.0,19.5,High,Yes,"Consistent quality and fast shipping.",0.85,Engaged,0
14,36,Female,Columbus,Silver,10,600.00,Clothing,2023-09-18,4.8,8.9,Medium,No,"Product description wasn't entirely accurate.",0.2,Casual,1
15,60,Other,Fort Worth,Bronze,5,200.50,Health,2022-08-05,1.1,3.0,Low,No,"Lost interest after a while.",-0.3,Disengaged,1
16,29,Male,Charlotte,Platinum,60,6500.00,Electronics,2024-02-15,13.0,27.0,High,Yes,"Simply the best online shopping experience!",1.0,Loyal,0
17,43,Female,San Francisco,Gold,25,2500.75,Beauty,2023-11-20,8.0,16.5,High,No,"Happy with my purchases and rewards.",0.75,Engaged,0
18,55,Male,Seattle,Bronze,2,90.00,Outdoors,2022-03-01,0.7,2.5,Low,No,"Customer support was unhelpful.",-0.7,Dissatisfied,1
19,33,Other,Denver,Silver,7,350.80,Food,2023-07-01,3.5,7.0,Medium,Yes,"Decided to try different options.",0.0,Casual,1
20,27,Female,Washington,Platinum,45,5000.00,Fashion,2024-01-05,10.5,21.0,High,Yes,"Love the exclusive benefits and early access.",0.98,Loyal,0
21,62,Male,Boston,Gold,18,1500.00,Books,2023-12-01,6.5,14.0,Medium,No,"Good selection, decent prices.",0.65,Standard,0
22,39,Female,El Paso,Bronze,1,50.00,Pet Supplies,2021-09-10,0.3,1.0,Low,No,"Never really used it after the first order.",-0.4,Disengaged,1
23,51,Female,Detroit,Silver,9,550.00,Home Goods,2023-08-25,4.2,8.5,Medium,No,"Service was acceptable, but not outstanding.",0.15,At Risk,1
24,31,Male,Nashville,Bronze,3,120.00,Music,2022-07-18,1.5,4.0,Low,Yes,"Issues with order tracking.",-0.25,Dissatisfied,1
25,46,Other,Portland,Platinum,50,5800.00,Electronics,2024-02-10,11.8,24.5,High,Yes,"Fantastic platform for my needs.",0.92,Loyal,0
26,35,Female,Las Vegas,Silver,11,750.00,Beauty,2023-10-15,5.8,12.0,Medium,No,"Satisfied with the product quality.",0.68,Standard,0
27,59,Male,Oklahoma City,Bronze,2,60.00,Tools,2022-04-05,0.6,2.0,Low,No,"Didn't find the variety I expected.",-0.35,Disengaged,1
28,26,Male,Milwaukee,Bronze,5,220.00,Gaming,2023-06-28,2.8,5.5,Medium,Yes,"Okay experience, but decided to switch.",-0.05,Casual,1
29,49,Female,Albuquerque,Gold,22,2100.00,Clothing,2023-11-01,7.2,15.8,High,Yes,"Reliable and convenient shopping.",0.78,Engaged,0
30,37,Other,Tucson,Silver,6,300.00,Outdoors,2023-09-05,3.9,7.8,Medium,No,"Found better deals on competitor sites.",-0.1,Price Sensitive,1
