CustomerID,ProductID,ProductCategory,StoreID,Timestamp,TotalPrice
Cust_0000,"['P125', 'P112', 'P140', 'P105', 'P143', 'P112', 'P123', 'P135', 'P110', 'P130', 'P132', 'P120', 'P139', 'P127', 'P112', 'P108', 'P113', 'P125', 'P124', 'P120', 'P149', 'P105', 'P139', 'P138', 'P118', 'P115', 'P125', 'P145', 'P108', 'P119', 'P132', 'P141', 'P125', 'P124', 'P147', 'P119', 'P144']","['Electronics', 'Home Goods', 'Grocery', 'Electronics', 'Books', 'Home Goods', 'Books', 'Home Goods', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Books', 'Home Goods', 'Grocery', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Apparel', 'Electronics', 'Grocery', 'Home Goods', 'Apparel', 'Apparel', 'Electronics', 'Grocery', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Books', 'Grocery']","[4, 4, 3, 1, 6, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 8, 8, 6, 6, 5, 5, 4, 5, 7, 7, 7, 7, 4, 4, 4, 4, 4, 8, 8]","[Timestamp('2022-01-01 09:10:23'), Timestamp('2022-01-01 09:10:23'), Timestamp('2022-01-08 11:00:26'), Timestamp('2022-01-09 20:46:00'), Timestamp('2022-01-28 17:37:40'), Timestamp('2022-01-31 17:24:10'), Timestamp('2022-01-31 17:24:10'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-05 18:44:06'), Timestamp('2022-02-22 11:29:44'), Timestamp('2022-02-22 11:29:44'), Timestamp('2022-03-03 11:41:27'), Timestamp('2022-03-03 11:41:27'), Timestamp('2022-03-13 13:45:12'), Timestamp('2022-03-17 15:20:31'), Timestamp('2022-03-17 20:21:04'), Timestamp('2022-03-17 20:21:04'), Timestamp('2022-04-22 14:55:13'), Timestamp('2022-04-30 14:31:10'), Timestamp('2022-05-08 11:36:21'), Timestamp('2022-05-08 11:36:21'), Timestamp('2022-05-08 11:36:21'), Timestamp('2022-05-08 11:36:21'), Timestamp('2022-06-07 14:59:59'), Timestamp('2022-06-07 14:59:59'), Timestamp('2022-06-07 14:59:59'), Timestamp('2022-06-07 14:59:59'), Timestamp('2022-06-07 14:59:59'), Timestamp('2022-06-07 20:32:56'), Timestamp('2022-06-07 20:32:56')]","[373.44, 127.13, 17.22, 114.47, 284.02, 254.26, 9.06, 322.11, 284.64, 386.92, 72.36, 52.11, 66.81, 88.59, 127.13, 154.0, 354.87, 373.44, 101.74, 34.74, 598.59, 379.11, 66.81, 40.7, 532.56, 370.52, 248.96, 193.72, 154.0, 98.22, 72.36, 43.84, 124.48, 50.87, 41.7, 91.89, 187.38]"
Cust_0001,"['P138', 'P138', 'P103', 'P114', 'P149', 'P109', 'P108', 'P100', 'P130', 'P127', 'P124', 'P140', 'P120', 'P104', 'P104', 'P126', 'P119', 'P110', 'P130', 'P124', 'P109', 'P122', 'P145', 'P145', 'P127', 'P121', 'P140', 'P103', 'P123', 'P107', 'P126', 'P105', 'P125', 'P145', 'P138', 'P123', 'P100', 'P130', 'P117', 'P125', 'P106', 'P144', 'P102', 'P106', 'P108', 'P113', 'P112', 'P140']","['Home Goods', 'Home Goods', 'Electronics', 'Apparel', 'Apparel', 'Books', 'Grocery', 'Grocery', 'Electronics', 'Books', 'Electronics', 'Grocery', 'Electronics', 'Apparel', 'Apparel', 'Electronics', 'Books', 'Books', 'Electronics', 'Electronics', 'Books', 'Home Goods', 'Grocery', 'Grocery', 'Books', 'Grocery', 'Grocery', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Home Goods', 'Books', 'Grocery', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Home Goods', 'Grocery']","[1, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 5, 5, 2, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 6, 3, 3, 3, 3, 3, 1, 1, 1, 5, 5, 5, 5, 5]","[Timestamp('2022-01-03 15:31:41'), Timestamp('2022-01-04 17:28:22'), Timestamp('2022-01-04 17:28:22'), Timestamp('2022-01-09 17:47:33'), Timestamp('2022-01-09 17:47:33'), Timestamp('2022-01-09 17:47:33'), Timestamp('2022-01-09 17:47:33'), Timestamp('2022-01-09 17:47:33'), Timestamp('2022-01-11 14:36:27'), Timestamp('2022-01-11 14:36:27'), Timestamp('2022-01-11 14:36:27'), Timestamp('2022-01-11 14:36:27'), Timestamp('2022-01-11 14:36:27'), Timestamp('2022-01-22 20:09:39'), Timestamp('2022-01-22 20:09:39'), Timestamp('2022-01-29 17:27:33'), Timestamp('2022-01-31 19:52:09'), Timestamp('2022-02-25 17:17:49'), Timestamp('2022-03-18 13:20:19'), Timestamp('2022-03-18 13:20:19'), Timestamp('2022-03-18 13:20:19'), Timestamp('2022-03-18 13:20:19'), Timestamp('2022-03-18 13:20:19'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-18 10:36:28'), Timestamp('2022-04-24 16:01:07'), Timestamp('2022-04-24 16:01:07'), Timestamp('2022-04-24 16:01:07'), Timestamp('2022-04-24 16:01:07'), Timestamp('2022-04-24 16:01:07'), Timestamp('2022-04-27 11:12:12'), Timestamp('2022-05-14 20:09:08'), Timestamp('2022-05-14 20:09:08'), Timestamp('2022-05-14 20:09:08'), Timestamp('2022-05-14 20:09:08'), Timestamp('2022-05-14 20:09:08'), Timestamp('2022-05-22 14:58:25'), Timestamp('2022-05-22 14:58:25'), Timestamp('2022-05-22 14:58:25'), Timestamp('2022-06-10 14:34:31'), Timestamp('2022-06-10 14:34:31'), Timestamp('2022-06-10 14:34:31'), Timestamp('2022-06-10 14:34:31'), Timestamp('2022-06-10 14:34:31')]","[68.91, 68.91, 207.72, 168.5, 399.06, 40.91, 154.0, 131.9, 386.92, 99.17, 101.74, 17.22, 34.74, 477.9, 159.3, 65.39, 147.33, 284.64, 172.55, 152.61, 40.91, 345.98, 96.86, 193.72, 212.94, 249.0, 11.48, 103.86, 16.68, 215.84, 130.78, 354.05, 124.48, 193.72, 45.94, 16.68, 395.7, 193.46, 195.87, 248.96, 181.98, 62.46, 21.52, 181.98, 231.0, 236.58, 127.13, 11.48]"
Cust_0002,"['P123', 'P143', 'P121', 'P103', 'P118', 'P149', 'P147', 'P127', 'P127', 'P109', 'P111', 'P130', 'P147', 'P148', 'P106', 'P126', 'P111', 'P125', 'P107', 'P127', 'P140', 'P120', 'P126', 'P103', 'P144', 'P115', 'P125', 'P149', 'P135', 'P144', 'P110', 'P126', 'P117', 'P110', 'P139', 'P138', 'P142']","['Books', 'Books', 'Grocery', 'Electronics', 'Apparel', 'Apparel', 'Grocery', 'Books', 'Books', 'Books', 'Electronics', 'Electronics', 'Grocery', 'Books', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Apparel', 'Electronics', 'Apparel', 'Home Goods', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Books', 'Grocery', 'Home Goods', 'Apparel']","[7, 1, 1, 1, 1, 1, 1, 3, 3, 7, 7, 7, 2, 7, 7, 8, 1, 7, 7, 7, 1, 1, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[Timestamp('2022-01-08 16:22:50'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-29 14:42:42'), Timestamp('2022-01-31 13:32:43'), Timestamp('2022-01-31 13:32:43'), Timestamp('2022-03-12 11:29:07'), Timestamp('2022-03-12 11:29:07'), Timestamp('2022-03-12 11:29:07'), Timestamp('2022-03-29 20:20:46'), Timestamp('2022-04-06 18:32:04'), Timestamp('2022-04-06 18:32:04'), Timestamp('2022-04-23 19:00:15'), Timestamp('2022-05-18 10:17:32'), Timestamp('2022-05-27 16:04:20'), Timestamp('2022-05-27 16:04:20'), Timestamp('2022-05-27 16:04:20'), Timestamp('2022-06-02 09:38:42'), Timestamp('2022-06-02 09:38:42'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-04 15:15:56'), Timestamp('2022-06-28 13:31:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55'), Timestamp('2022-06-30 17:43:55')]","[5.56, 142.01, 211.0, 207.72, 355.04, 399.06, 41.7, 319.41, 106.47, 122.73, 301.59, 193.46, 83.4, 253.5, 272.97, 130.78, 201.06, 124.48, 215.84, 212.94, 17.22, 34.74, 65.39, 103.86, 124.92, 370.52, 124.48, 399.06, 214.74, 124.92, 189.76, 196.17, 587.61, 189.76, 58.46, 45.94, 291.84]"
Cust_0003,"['P127', 'P119', 'P148', 'P141', 'P145', 'P114', 'P117', 'P123', 'P105', 'P132', 'P103', 'P122', 'P109', 'P147', 'P119', 'P105', 'P115', 'P100', 'P147', 'P145', 'P104', 'P138', 'P117', 'P100', 'P148', 'P106', 'P100', 'P115', 'P108', 'P122', 'P132', 'P139', 'P124', 'P136', 'P130', 'P127', 'P143', 'P108', 'P137', 'P138', 'P144', 'P138', 'P143', 'P120', 'P139', 'P122', 'P109', 'P105', 'P121', 'P110']","['Books', 'Books', 'Books', 'Electronics', 'Grocery', 'Apparel', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Home Goods', 'Books', 'Grocery', 'Books', 'Electronics', 'Apparel', 'Grocery', 'Grocery', 'Grocery', 'Apparel', 'Home Goods', 'Electronics', 'Grocery', 'Books', 'Books', 'Grocery', 'Apparel', 'Grocery', 'Home Goods', 'Electronics', 'Grocery', 'Electronics', 'Books', 'Electronics', 'Books', 'Books', 'Grocery', 'Electronics', 'Home Goods', 'Grocery', 'Home Goods', 'Books', 'Electronics', 'Grocery', 'Home Goods', 'Books', 'Electronics', 'Grocery', 'Books']","[8, 3, 3, 3, 1, 5, 5, 5, 5, 6, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 8, 6, 6, 6, 3, 3, 2, 2, 2, 2, 6, 2, 2, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8]","[Timestamp('2022-01-10 13:41:55'), Timestamp('2022-01-21 15:26:14'), Timestamp('2022-01-21 15:26:14'), Timestamp('2022-01-21 15:26:14'), Timestamp('2022-01-26 17:11:45'), Timestamp('2022-02-11 14:12:55'), Timestamp('2022-02-11 14:12:55'), Timestamp('2022-02-11 14:12:55'), Timestamp('2022-02-11 14:12:55'), Timestamp('2022-02-20 20:05:19'), Timestamp('2022-03-12 14:45:59'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-19 16:02:28'), Timestamp('2022-03-25 10:03:10'), Timestamp('2022-03-26 18:13:40'), Timestamp('2022-03-26 18:13:40'), Timestamp('2022-03-26 18:13:40'), Timestamp('2022-03-26 18:13:40'), Timestamp('2022-04-16 20:43:54'), Timestamp('2022-04-25 14:25:54'), Timestamp('2022-04-25 14:25:54'), Timestamp('2022-04-25 14:25:54'), Timestamp('2022-04-29 17:53:56'), Timestamp('2022-05-03 17:11:09'), Timestamp('2022-05-13 19:06:19'), Timestamp('2022-05-13 19:06:19'), Timestamp('2022-05-13 19:06:19'), Timestamp('2022-05-13 19:06:19'), Timestamp('2022-05-14 10:17:48'), Timestamp('2022-05-15 14:43:20'), Timestamp('2022-05-15 14:43:20'), Timestamp('2022-06-09 18:07:41'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-10 14:22:28'), Timestamp('2022-06-17 11:06:41')]","[212.94, 147.33, 169.0, 131.52, 270.34, 252.75, 195.87, 11.12, 213.57, 108.54, 93.42, 172.99, 81.82, 83.4, 147.33, 379.11, 166.97, 131.9, 75.83, 96.86, 159.3, 45.94, 391.74, 131.9, 84.5, 90.99, 263.8, 185.26, 154.0, 518.97, 36.18, 66.81, 101.74, 167.29, 580.38, 106.47, 142.01, 231.0, 169.47, 45.94, 187.38, 37.51, 426.03, 52.11, 66.81, 518.97, 40.91, 252.74, 83.0, 284.64]"
Cust_0004,"['P131', 'P106', 'P125', 'P132', 'P145', 'P141', 'P115', 'P148', 'P106', 'P110', 'P129', 'P141', 'P103', 'P126', 'P106', 'P149', 'P105', 'P112', 'P102', 'P118', 'P123', 'P112', 'P129', 'P117', 'P130', 'P143', 'P145', 'P126', 'P124', 'P127', 'P127', 'P130', 'P126', 'P127']","['Grocery', 'Books', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Apparel', 'Books', 'Books', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Apparel', 'Electronics', 'Home Goods', 'Electronics', 'Apparel', 'Books', 'Home Goods', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Electronics', 'Books', 'Books', 'Electronics', 'Electronics', 'Books']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 7, 7, 7, 7, 6, 6, 6, 6, 8, 1, 1, 8, 5, 5, 5, 5, 5, 7, 7, 4, 4, 8, 8, 3]","[Timestamp('2022-01-17 09:17:39'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-01-29 19:35:01'), Timestamp('2022-02-16 17:46:23'), Timestamp('2022-03-02 15:21:14'), Timestamp('2022-03-02 15:21:14'), Timestamp('2022-03-02 15:21:14'), Timestamp('2022-03-02 15:21:14'), Timestamp('2022-03-22 11:05:00'), Timestamp('2022-03-22 11:05:00'), Timestamp('2022-03-22 11:05:00'), Timestamp('2022-03-22 11:05:00'), Timestamp('2022-04-04 10:03:47'), Timestamp('2022-04-07 10:20:51'), Timestamp('2022-04-07 10:20:51'), Timestamp('2022-04-11 11:24:01'), Timestamp('2022-04-18 17:37:04'), Timestamp('2022-04-18 17:37:04'), Timestamp('2022-04-18 17:37:04'), Timestamp('2022-04-18 17:37:04'), Timestamp('2022-04-18 17:37:04'), Timestamp('2022-04-21 13:06:40'), Timestamp('2022-04-21 13:06:40'), Timestamp('2022-06-12 11:12:29'), Timestamp('2022-06-12 11:12:29'), Timestamp('2022-06-19 11:59:51'), Timestamp('2022-06-19 11:59:51'), Timestamp('2022-06-25 13:45:30')]","[169.99, 272.97, 231.77, 36.18, 290.58, 87.68, 185.26, 84.5, 181.98, 189.76, 61.64, 131.52, 207.72, 196.17, 90.99, 199.53, 252.74, 127.13, 23.1, 532.56, 16.68, 127.13, 61.64, 195.87, 580.38, 284.02, 96.86, 65.39, 101.74, 212.94, 106.47, 580.38, 196.17, 106.47]"
Cust_0005,"['P113', 'P122', 'P118', 'P136', 'P143', 'P127', 'P123', 'P121', 'P105', 'P149', 'P103', 'P139', 'P108', 'P145', 'P124', 'P144', 'P106', 'P106', 'P115', 'P102', 'P110', 'P109', 'P105', 'P114', 'P126', 'P125', 'P124', 'P143']","['Electronics', 'Home Goods', 'Apparel', 'Books', 'Books', 'Books', 'Books', 'Grocery', 'Electronics', 'Apparel', 'Electronics', 'Grocery', 'Grocery', 'Grocery', 'Electronics', 'Grocery', 'Books', 'Books', 'Apparel', 'Electronics', 'Books', 'Books', 'Electronics', 'Apparel', 'Electronics', 'Electronics', 'Electronics', 'Books']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 7, 5, 1, 4, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 3, 3, 3]","[Timestamp('2022-01-10 13:35:34'), Timestamp('2022-01-10 13:35:34'), Timestamp('2022-01-10 13:35:34'), Timestamp('2022-01-10 18:01:04'), Timestamp('2022-01-25 09:52:16'), Timestamp('2022-01-25 09:52:16'), Timestamp('2022-01-25 09:52:16'), Timestamp('2022-03-05 12:32:49'), Timestamp('2022-03-05 12:32:49'), Timestamp('2022-03-19 14:45:10'), Timestamp('2022-03-27 19:14:58'), Timestamp('2022-04-13 13:58:45'), Timestamp('2022-04-14 12:29:28'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-17 12:41:12'), Timestamp('2022-04-24 10:48:12'), Timestamp('2022-04-24 10:48:12'), Timestamp('2022-04-24 10:48:12'), Timestamp('2022-05-16 11:43:07'), Timestamp('2022-05-16 11:43:07'), Timestamp('2022-05-16 11:43:07'), Timestamp('2022-05-29 10:09:50'), Timestamp('2022-05-29 10:09:50'), Timestamp('2022-05-29 10:09:50')]","[118.29, 172.99, 177.52, 501.87, 426.03, 319.41, 16.68, 166.0, 252.74, 399.06, 311.58, 38.35, 231.0, 96.86, 101.74, 124.92, 272.97, 272.97, 370.52, 11.55, 94.88, 122.73, 126.37, 168.5, 65.39, 124.48, 50.87, 284.02]"
Cust_0006,"['P127', 'P143', 'P124', 'P120', 'P128', 'P117', 'P144', 'P147', 'P106', 'P104', 'P112', 'P110', 'P109', 'P145', 'P147', 'P103', 'P130', 'P129', 'P118', 'P127', 'P144', 'P127', 'P141', 'P104', 'P126', 'P113', 'P147', 'P142', 'P103', 'P124', 'P123', 'P103', 'P105', 'P143', 'P143', 'P138', 'P130']","['Books', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Grocery', 'Books', 'Apparel', 'Home Goods', 'Books', 'Books', 'Grocery', 'Grocery', 'Electronics', 'Electronics', 'Electronics', 'Apparel', 'Books', 'Grocery', 'Books', 'Electronics', 'Apparel', 'Electronics', 'Electronics', 'Grocery', 'Apparel', 'Electronics', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Books', 'Books', 'Home Goods', 'Electronics']","[3, 3, 1, 1, 8, 8, 8, 8, 8, 6, 6, 6, 8, 8, 5, 5, 5, 8, 8, 8, 8, 8, 1, 1, 1, 1, 2, 5, 5, 5, 5, 5, 2, 2, 1, 8, 8]","[Timestamp('2022-01-20 17:44:54'), Timestamp('2022-01-20 17:44:54'), Timestamp('2022-02-03 16:52:51'), Timestamp('2022-02-03 16:52:51'), Timestamp('2022-02-15 20:17:27'), Timestamp('2022-02-15 20:17:27'), Timestamp('2022-02-15 20:17:27'), Timestamp('2022-02-15 20:17:27'), Timestamp('2022-02-15 20:17:27'), Timestamp('2022-02-23 10:19:58'), Timestamp('2022-02-23 10:19:58'), Timestamp('2022-02-23 10:19:58'), Timestamp('2022-03-05 11:41:20'), Timestamp('2022-03-05 11:41:20'), Timestamp('2022-03-13 19:27:46'), Timestamp('2022-03-13 19:27:46'), Timestamp('2022-03-13 19:27:46'), Timestamp('2022-03-20 11:53:50'), Timestamp('2022-03-20 11:53:50'), Timestamp('2022-03-20 11:53:50'), Timestamp('2022-04-16 14:19:35'), Timestamp('2022-04-16 14:19:35'), Timestamp('2022-04-23 20:25:08'), Timestamp('2022-04-23 20:25:08'), Timestamp('2022-04-23 20:25:08'), Timestamp('2022-04-23 20:25:08'), Timestamp('2022-04-24 19:10:04'), Timestamp('2022-05-13 14:25:19'), Timestamp('2022-05-13 14:25:19'), Timestamp('2022-05-13 14:25:19'), Timestamp('2022-05-13 14:25:19'), Timestamp('2022-05-13 14:25:19'), Timestamp('2022-05-25 13:02:10'), Timestamp('2022-05-25 13:02:10'), Timestamp('2022-06-03 09:56:35'), Timestamp('2022-06-16 11:53:01'), Timestamp('2022-06-22 12:12:16')]","[319.41, 426.03, 101.74, 52.11, 326.91, 195.87, 124.92, 37.71, 90.99, 477.9, 254.26, 94.88, 40.91, 193.72, 41.7, 311.58, 386.92, 157.91, 355.04, 319.41, 187.38, 106.47, 43.84, 136.72, 196.17, 118.29, 83.4, 437.76, 207.72, 101.74, 16.68, 207.72, 126.37, 284.02, 284.02, 45.94, 193.46]"
Cust_0007,"['P110', 'P143', 'P109', 'P108', 'P108', 'P126', 'P117', 'P119', 'P105', 'P138', 'P149', 'P149', 'P124', 'P105', 'P131', 'P138', 'P117', 'P107', 'P128', 'P149', 'P141', 'P103', 'P103', 'P124', 'P148', 'P125']","['Books', 'Books', 'Books', 'Grocery', 'Grocery', 'Electronics', 'Electronics', 'Books', 'Electronics', 'Home Goods', 'Apparel', 'Apparel', 'Electronics', 'Electronics', 'Grocery', 'Home Goods', 'Electronics', 'Electronics', 'Electronics', 'Apparel', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Electronics']","[6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 6, 6, 6, 2, 2, 2, 8, 8, 8, 4, 4, 4, 4, 6, 6, 6]","[Timestamp('2022-01-02 18:22:40'), Timestamp('2022-01-02 18:22:40'), Timestamp('2022-01-02 18:22:40'), Timestamp('2022-01-02 18:22:40'), Timestamp('2022-01-02 18:22:40'), Timestamp('2022-01-28 20:36:01'), Timestamp('2022-01-28 20:36:01'), Timestamp('2022-01-28 20:36:01'), Timestamp('2022-01-28 20:36:01'), Timestamp('2022-01-28 20:36:01'), Timestamp('2022-02-20 20:26:49'), Timestamp('2022-02-20 20:26:49'), Timestamp('2022-02-20 20:26:49'), Timestamp('2022-03-28 20:27:48'), Timestamp('2022-03-28 20:27:48'), Timestamp('2022-03-28 20:27:48'), Timestamp('2022-04-07 19:54:07'), Timestamp('2022-04-07 19:54:07'), Timestamp('2022-04-07 19:54:07'), Timestamp('2022-04-07 20:16:44'), Timestamp('2022-04-07 20:16:44'), Timestamp('2022-06-11 20:08:43'), Timestamp('2022-06-11 20:08:43'), Timestamp('2022-06-27 18:09:04'), Timestamp('2022-06-27 18:09:04'), Timestamp('2022-06-27 18:09:04')]","[284.64, 284.02, 122.73, 208.71, 77.0, 130.78, 587.61, 147.33, 252.74, 22.97, 399.06, 598.59, 101.74, 379.11, 169.99, 68.91, 183.07, 215.84, 108.97, 598.59, 131.52, 311.58, 207.72, 152.61, 84.5, 124.48]"
Cust_0008,"['P104', 'P127', 'P115', 'P119', 'P120', 'P119', 'P118', 'P103', 'P147', 'P142', 'P135', 'P101', 'P138', 'P111', 'P140', 'P141', 'P129', 'P138', 'P106', 'P105', 'P139', 'P132', 'P138', 'P129', 'P118', 'P143']","['Apparel', 'Books', 'Apparel', 'Books', 'Electronics', 'Books', 'Apparel', 'Electronics', 'Grocery', 'Apparel', 'Home Goods', 'Grocery', 'Home Goods', 'Electronics', 'Grocery', 'Electronics', 'Electronics', 'Home Goods', 'Books', 'Electronics', 'Grocery', 'Electronics', 'Home Goods', 'Electronics', 'Apparel', 'Books']","[7, 7, 7, 5, 5, 5, 5, 6, 6, 5, 2, 6, 6, 5, 5, 2, 2, 2, 2, 2, 5, 5, 3, 3, 3, 4]","[Timestamp('2022-01-24 09:02:54'), Timestamp('2022-01-24 09:02:54'), Timestamp('2022-01-24 09:02:54'), Timestamp('2022-02-05 16:36:41'), Timestamp('2022-02-05 16:36:41'), Timestamp('2022-02-08 17:07:57'), Timestamp('2022-03-03 20:25:46'), Timestamp('2022-03-12 20:26:15'), Timestamp('2022-03-12 20:26:15'), Timestamp('2022-04-01 12:32:22'), Timestamp('2022-04-04 16:51:41'), Timestamp('2022-04-05 11:12:26'), Timestamp('2022-04-05 11:12:26'), Timestamp('2022-04-29 17:36:42'), Timestamp('2022-04-29 17:36:42'), Timestamp('2022-05-12 18:53:04'), Timestamp('2022-05-12 18:53:04'), Timestamp('2022-05-12 18:53:04'), Timestamp('2022-05-13 18:28:59'), Timestamp('2022-05-13 18:28:59'), Timestamp('2022-06-07 16:53:11'), Timestamp('2022-06-07 16:53:11'), Timestamp('2022-06-10 17:17:11'), Timestamp('2022-06-10 17:17:11'), Timestamp('2022-06-10 17:17:11'), Timestamp('2022-06-18 16:27:52')]","[318.6, 212.94, 555.78, 98.22, 34.74, 98.22, 177.52, 311.58, 41.7, 437.76, 267.99, 70.25, 68.91, 84.95, 11.48, 43.84, 61.64, 22.97, 272.97, 379.11, 66.81, 96.76, 45.94, 163.93, 355.04, 284.02]"
Cust_0009,"['P141', 'P132', 'P103', 'P110', 'P105', 'P117', 'P132', 'P106', 'P145', 'P103', 'P143', 'P122', 'P119', 'P123', 'P135', 'P138', 'P123', 'P120', 'P123', 'P119', 'P126', 'P143', 'P132']","['Electronics', 'Electronics', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Books', 'Home Goods', 'Books', 'Books', 'Home Goods', 'Home Goods', 'Books', 'Electronics', 'Books', 'Books', 'Electronics', 'Books', 'Electronics']","[6, 8, 5, 8, 8, 2, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5, 5, 5]","[Timestamp('2022-01-02 20:20:53'), Timestamp('2022-01-04 09:18:59'), Timestamp('2022-01-07 15:01:37'), Timestamp('2022-01-27 16:06:19'), Timestamp('2022-01-27 16:06:19'), Timestamp('2022-02-08 18:23:40'), Timestamp('2022-02-10 11:56:42'), Timestamp('2022-02-15 11:18:37'), Timestamp('2022-05-14 14:46:50'), Timestamp('2022-05-14 14:46:50'), Timestamp('2022-05-14 14:46:50'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-10 19:47:59'), Timestamp('2022-06-19 10:30:46'), Timestamp('2022-06-22 12:05:20'), Timestamp('2022-06-24 10:28:58'), Timestamp('2022-06-24 10:28:58'), Timestamp('2022-06-24 10:28:58')]","[40.64, 108.54, 207.72, 94.88, 126.37, 527.48, 36.18, 272.97, 96.86, 103.86, 426.03, 345.98, 49.11, 16.68, 322.11, 45.94, 11.12, 52.11, 11.12, 98.22, 65.39, 426.03, 108.54]"
